Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tempo de jogo,Tempo de jogo,Tempo de jogo,Tempo de jogo,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Desempenho,Esperado,Esperado,Esperado,Esperado,Progressão,Progressão,Progressão,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,A cada 90 minutos,Unnamed: 36_level_0
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
424,Erick Marcus,br BRA,"LT,AT",Vasco da Gama,18,2004,14,3,400,44,1,1,2,1,0,0,3,1,06,06,06,1.2,12,16,55,0.23,0.23,0.45,0.23,0.45,0.14,0.13,0.27,0.14,0.27,Partidas
425,Mariano,br BRA,ZG,Atlético Mineiro,36,1986,22,17,1564,174,0,1,1,0,0,0,5,0,00,00,04,0.5,16,88,27,0.00,0.06,0.06,0.00,0.06,0.00,0.03,0.03,0.00,0.03,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
426,Marinho,br BRA,"AT,ZG",Flamengo,32,1990,4,0,82,09,0,0,0,0,0,0,1,0,03,03,01,0.5,2,1,21,0.00,0.00,0.00,0.00,0.00,0.37,0.13,0.50,0.37,0.50,Partidas
427,Marinho,br BRA,"AT,LT",Fortaleza,32,1990,21,15,1145,127,2,1,3,2,0,1,5,0,33,25,18,4.3,42,36,89,0.16,0.08,0.24,0.16,0.24,0.26,0.14,0.40,0.20,0.34,Partidas
428,Marlon,br BRA,ZG,Cruzeiro,25,1997,36,36,3198,355,3,2,5,3,0,0,7,0,13,12,39,5.1,55,170,176,0.08,0.06,0.14,0.08,0.14,0.04,0.11,0.15,0.03,0.14,Partidas
429,Marlon,br BRA,ZG,América (MG),28,1994,26,18,1674,186,1,1,2,1,0,0,3,0,05,05,08,1.3,63,71,80,0.05,0.05,0.11,0.05,0.11,0.03,0.04,0.07,0.03,0.07,Partidas
430,Marlon,br BRA,ZG,Fluminense,27,1995,15,13,935,104,0,0,0,0,0,0,5,0,01,01,04,0.5,13,47,5,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Partidas
431,Igor Marques,br BRA,ZG,Cruzeiro,24,1999,4,1,119,13,0,1,1,0,0,0,1,0,00,00,04,0.4,8,10,10,0.00,0.76,0.76,0.00,0.76,0.00,0.30,0.30,0.00,0.30,Partidas
432,Renato Marques,br BRA,"AT,LT",América (MG),19,2003,12,4,515,57,3,1,4,3,0,0,2,0,13,13,06,1.9,11,9,21,0.52,0.17,0.70,0.52,0.70,0.22,0.11,0.33,0.22,0.33,Partidas
433,Juan Martín Lucero,ar ARG,AT,Fortaleza,31,1991,31,23,2069,230,9,0,9,6,3,3,2,0,92,68,12,8.0,20,34,100,0.39,0.00,0.39,0.26,0.26,0.40,0.05,0.45,0.30,0.35,Partidas
434,Martinelli,br BRA,"LT,ZG",Fluminense,21,2001,28,19,1882,209,2,2,4,2,0,0,5,1,12,12,14,2.6,38,105,28,0.10,0.10,0.19,0.10,0.19,0.06,0.07,0.13,0.06,0.13,Partidas
435,Andre Martins,br BRA,"AT,LT",Grêmio,21,2001,21,1,368,41,3,0,3,3,0,0,1,0,13,13,07,2.0,7,16,29,0.73,0.00,0.73,0.73,0.73,0.31,0.18,0.49,0.31,0.49,Partidas
436,Gustavo Martins Santos,br BRA,"ZG,LT",Grêmio,20,2002,17,5,689,77,1,1,2,1,0,0,5,0,10,10,02,1.2,8,41,9,0.13,0.13,0.26,0.13,0.26,0.14,0.02,0.16,0.14,0.16,Partidas
437,Gonzalo Mastriani,uy URU,AT,América (MG),29,1993,24,22,1793,199,11,1,12,10,1,2,1,1,107,92,15,10.7,9,23,89,0.55,0.05,0.60,0.50,0.55,0.54,0.08,0.62,0.46,0.54,Partidas
438,Matheusinho,br BRA,"LT,AT",América (MG),24,1998,7,2,229,25,0,0,0,0,0,0,0,0,06,06,04,1.0,2,14,23,0.00,0.00,0.00,0.00,0.00,0.23,0.15,0.38,0.23,0.38,Partidas
439,Matheusinho,br BRA,ZG,Cuiabá,24,1998,5,5,433,48,1,0,1,1,0,0,2,0,08,08,05,1.3,11,24,20,0.21,0.00,0.21,0.21,0.21,0.16,0.11,0.26,0.16,0.26,Partidas
440,Matheuzinho,br BRA,ZG,Flamengo,22,2000,11,7,620,69,0,0,0,0,0,0,2,0,02,02,03,0.5,9,32,29,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidas
441,Mauricio,br BRA,"AT,LT",Internacional,21,2001,26,22,1766,196,6,6,12,6,0,0,4,0,48,48,38,8.5,35,75,118,0.31,0.31,0.61,0.31,0.61,0.24,0.19,0.43,0.24,0.43,Partidas
442,Maycon,br BRA,LT,Corinthians,25,1997,32,27,2403,267,2,3,5,2,0,0,4,1,14,14,17,3.1,30,163,33,0.07,0.11,0.19,0.07,0.19,0.05,0.06,0.12,0.05,0.12,Partidas
443,Mayke,br BRA,"ZG,AT",Palmeiras,30,1992,33,28,2498,278,1,6,7,1,0,0,7,0,09,09,43,5.2,56,144,170,0.04,0.22,0.25,0.04,0.25,0.03,0.16,0.19,0.03,0.19,Partidas
444,Gary Medel,cl CHI,"ZG,LT",Vasco da Gama,35,1987,20,20,1724,192,0,0,0,0,0,0,5,1,00,00,01,0.1,5,59,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
445,Bruno Melo,br BRA,ZG,Goiás,30,1992,33,32,2891,321,2,1,3,2,0,0,10,0,25,25,03,2.8,8,92,10,0.06,0.03,0.09,0.06,0.09,0.08,0.01,0.09,0.08,0.09,Partidas
446,Felipe Melo,br BRA,ZG,Fluminense,39,1983,19,18,986,110,2,0,2,2,0,0,10,1,04,04,01,0.4,15,47,0,0.18,0.00,0.18,0.18,0.18,0.03,0.01,0.04,0.03,0.04,Partidas
447,Darlan Mendes,br BRA,LT,Grêmio,24,1998,1,0,45,05,0,0,0,0,0,0,1,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidas
448,Matheus Mendes,br BRA,G,Atlético Mineiro,23,1999,2,2,180,20,0,0,0,0,0,0,3,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
449,Nathan Mendes,br BRA,ZG,São Paulo,20,2002,21,11,1176,131,1,0,1,1,0,0,5,0,05,05,04,0.9,29,51,48,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.07,0.03,0.07,Partidas
450,Vitor Mendes,br BRA,ZG,Fluminense,23,1999,2,1,108,12,0,0,0,0,0,0,1,0,01,01,00,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
451,Bruno Méndez,uy URU,ZG,Corinthians,23,1999,27,20,1650,183,0,0,0,0,0,0,5,1,02,02,02,0.4,16,62,23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidas
452,Jhegson Méndez,ec ECU,LT,São Paulo,25,1997,7,4,371,41,0,0,0,0,0,0,1,0,00,00,01,0.1,3,15,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidas
453,Óscar Méndez,uy URU,LT,América (MG),28,1994,7,2,260,29,0,0,0,0,0,0,3,0,00,00,00,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
454,Stiven Mendoza,co COL,"AT,LT",Santos,30,1992,26,19,1672,186,6,2,8,4,2,2,4,0,50,34,17,5.1,79,73,158,0.32,0.11,0.43,0.22,0.32,0.27,0.09,0.36,0.18,0.28,Partidas
455,Gabriel Menino,br BRA,LT,Palmeiras,22,2000,24,21,1593,177,2,3,5,2,0,0,5,0,17,17,13,3.0,44,137,54,0.11,0.17,0.28,0.11,0.28,0.09,0.08,0.17,0.09,0.17,Partidas
456,Gabriel Mercado,ar ARG,ZG,Internacional,35,1987,26,25,2180,242,0,0,0,0,0,0,13,1,06,06,03,0.8,1,39,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidas
457,Higor Meritão,br BRA,LT,Goiás,28,1994,8,2,223,25,0,0,0,0,0,0,0,0,04,04,00,0.4,1,8,1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Partidas
458,Messias,br BRA,ZG,Santos,28,1994,28,26,2393,266,2,0,2,2,0,0,2,0,16,16,01,1.7,1,31,4,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.06,0.06,0.06,Partidas
459,Bruno Mezenga,br BRA,"AT,LT",Santos,34,1988,9,0,168,19,0,0,0,0,0,0,1,0,03,03,00,0.3,2,5,7,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Partidas
460,Carlos Miguel,br BRA,G,Corinthians,24,1998,2,1,110,12,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
461,Fernando Miguel,br BRA,G,Fortaleza,37,1985,6,5,462,51,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
462,Mikael,br BRA,AT,América (MG),23,1999,5,1,153,17,0,0,0,0,0,0,0,0,08,08,02,1.0,7,1,9,0.00,0.00,0.00,0.00,0.00,0.47,0.12,0.60,0.47,0.60,Partidas
463,Lucas Milla,br BRA,LT,Grêmio,20,2003,8,4,303,34,0,0,0,0,0,0,2,0,03,03,00,0.3,5,15,7,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Partidas
464,Mina,br BRA,ZG,Goiás,19,2003,1,0,45,05,0,0,0,0,0,0,0,0,02,02,00,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Partidas
465,Lucas Mineiro,br BRA,LT,Cuiabá,26,1996,16,7,612,68,0,0,0,0,0,0,4,0,02,02,04,0.5,5,22,25,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Partidas
466,Vinicius Mingotti,br BRA,AT,Bahia,23,2000,17,8,659,73,2,0,2,2,0,0,2,0,19,19,06,2.5,2,5,25,0.27,0.00,0.27,0.27,0.27,0.26,0.09,0.34,0.26,0.34,Partidas
467,Miranda,br BRA,ZG,Vasco da Gama,23,2000,7,4,388,43,0,0,0,0,0,0,0,0,02,02,03,0.5,2,19,2,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Partidas
468,Moises,br BRA,"LT,AT",Fortaleza,26,1996,6,5,367,41,3,0,3,3,0,0,1,0,25,25,07,3.2,19,9,46,0.74,0.00,0.74,0.74,0.74,0.61,0.18,0.79,0.61,0.79,Partidas
469,Rodrigo Moledo,br BRA,ZG,Internacional,35,1987,7,5,478,53,0,0,0,0,0,0,3,0,00,00,01,0.1,6,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Partidas
470,Rafael Monteiro,br BRA,LT,Fluminense,18,2004,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
471,Júnior Moraes,ua UKR,ZG,Corinthians,35,1987,1,0,1,00,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
472,João Moreira,pt POR,ZG,São Paulo,18,2004,1,1,70,08,0,0,0,0,0,0,0,0,00,00,00,0.0,1,4,6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
473,Everton Morelli,br BRA,LT,Goiás,25,1997,32,30,2585,287,3,0,3,3,0,0,6,0,16,16,09,2.5,36,94,75,0.10,0.00,0.10,0.10,0.10,0.06,0.03,0.09,0.06,0.09,Partidas
474,Alfredo Morelos,co COL,"AT,LT",Santos,26,1996,3,1,77,09,0,0,0,0,0,0,2,0,01,01,02,0.3,1,3,6,0.00,0.00,0.00,0.00,0.00,0.13,0.19,0.31,0.13,0.31,Partidas
475,Marcelino Moreno,ar ARG,LT,Coritiba,28,1994,31,27,2306,256,2,4,6,2,0,0,6,0,19,19,49,6.8,100,102,188,0.08,0.16,0.23,0.08,0.23,0.07,0.19,0.27,0.07,0.27,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
476,Gabriel Moscardo,br BRA,LT,Corinthians,17,2005,18,15,1132,126,1,1,2,1,0,0,6,0,03,03,09,1.2,17,28,16,0.08,0.08,0.16,0.08,0.16,0.02,0.07,0.10,0.02,0.10,Partidas
477,Henry Mosquera,co COL,"AT,LT",Bragantino,21,2001,21,10,1061,118,2,2,4,2,0,0,1,0,19,19,26,4.5,71,31,161,0.17,0.17,0.34,0.17,0.34,0.16,0.22,0.38,0.16,0.38,Partidas
478,Gustavo Mosquito,br BRA,"AT,LT",Corinthians,25,1997,11,1,308,34,1,0,1,1,0,0,2,0,02,02,03,0.5,14,5,29,0.29,0.00,0.29,0.29,0.29,0.05,0.10,0.15,0.05,0.15,Partidas
479,Hugo Moura,br BRA,LT,Ath Paranaense,25,1998,30,15,1327,147,0,0,0,0,0,0,6,0,03,03,02,0.5,11,55,10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Partidas
480,Lucas Moura,br BRA,"AT,LT",São Paulo,30,1992,14,10,867,96,1,0,1,1,0,0,0,0,10,10,05,1.5,29,46,63,0.10,0.00,0.10,0.10,0.10,0.11,0.05,0.16,0.11,0.16,Partidas
481,Neto Moura,br BRA,LT,Cruzeiro,26,1996,13,6,499,55,0,0,0,0,0,0,1,0,04,04,05,0.9,3,32,17,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Partidas
482,Lucas Mugni,ar ARG,"LT,AT",Bahia,31,1992,15,1,361,40,0,0,0,0,0,0,2,0,02,02,03,0.5,7,23,18,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Partidas
483,Murillo,br BRA,ZG,Corinthians,20,2002,13,13,1165,129,0,0,0,0,0,0,3,0,03,03,06,0.8,10,46,2,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidas
484,Andrey Ramos do Nascimento,br BRA,LT,Coritiba,24,1998,26,11,1124,125,1,0,1,1,0,0,5,0,06,06,13,1.9,16,89,16,0.08,0.00,0.08,0.08,0.08,0.05,0.10,0.15,0.05,0.15,Partidas
485,Bruno Nascimento,br BRA,"AT,LT",Cruzeiro,25,1997,35,30,2820,313,8,4,12,6,2,4,4,0,94,62,43,10.6,102,123,270,0.26,0.13,0.38,0.19,0.32,0.30,0.14,0.44,0.20,0.34,Partidas
486,Matheus Nascimento,br BRA,"AT,LT",Botafogo (RJ),18,2004,5,1,98,11,1,0,1,1,0,0,2,0,08,08,04,1.2,1,2,4,0.92,0.00,0.92,0.92,0.92,0.77,0.37,1.14,0.77,1.14,Partidas
487,Nata,br BRA,"AT,ZG",Grêmio,21,2001,2,0,16,02,0,0,0,0,0,0,1,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
488,Natan,br BRA,ZG,Bragantino,21,2001,10,9,836,93,0,0,0,0,0,0,1,0,03,03,00,0.3,7,34,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
489,Natanael,br BRA,ZG,Coritiba,21,2002,33,29,2506,278,0,1,1,0,0,0,8,0,07,07,16,2.3,43,79,120,0.00,0.04,0.04,0.00,0.04,0.03,0.06,0.08,0.03,0.08,Partidas
490,Nathan,br BRA,ZG,Santos,21,2001,7,7,493,55,0,0,0,0,0,0,2,0,01,01,06,0.6,16,14,24,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Partidas
491,Nathan,br BRA,"LT,AT",Grêmio,26,1996,20,7,683,76,1,1,2,1,0,0,3,0,11,11,11,2.3,13,39,40,0.13,0.13,0.26,0.13,0.26,0.15,0.15,0.30,0.15,0.30,Partidas
492,Rafael Navarro,br BRA,AT,Palmeiras,22,2000,3,1,125,14,1,0,1,1,0,0,1,0,12,12,01,1.3,2,6,8,0.72,0.00,0.72,0.72,0.72,0.86,0.06,0.92,0.86,0.92,Partidas
493,Kaiky Naves,br BRA,"ZG,AT",Palmeiras,20,2002,10,5,526,58,0,0,0,0,0,0,1,0,01,01,00,0.2,2,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidas
494,Felipe Negrucci,br BRA,LT,São Paulo,18,2004,1,0,15,02,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
495,Emerson Negueba,br BRA,AT,Cuiabá,22,2000,10,5,484,54,0,0,0,0,0,0,0,0,05,05,00,0.5,9,11,50,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Partidas
496,Neris,br BRA,ZG,Cruzeiro,30,1992,26,24,2113,235,0,1,1,0,0,0,8,0,07,07,07,1.4,21,89,3,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.03,0.06,Partidas
497,Rodrigo Nestor,br BRA,"LT,AT",São Paulo,22,2000,25,17,1451,161,1,2,3,1,0,0,5,1,32,32,46,7.8,43,65,101,0.06,0.12,0.19,0.06,0.19,0.20,0.29,0.48,0.20,0.48,Partidas
498,João Neto,br BRA,"LT,ZG",Fluminense,19,2003,3,0,52,06,1,0,1,1,0,0,0,0,04,04,00,0.4,0,2,12,1.73,0.00,1.73,1.73,1.73,0.72,0.00,0.72,0.72,0.72,Partidas
499,Gabriel Neves,uy URU,LT,São Paulo,25,1997,20,13,967,107,1,0,1,1,0,0,6,1,01,01,02,0.3,11,85,24,0.09,0.00,0.09,0.09,0.09,0.01,0.02,0.03,0.01,0.03,Partidas
500,Newton,br BRA,LT,Botafogo (RJ),22,2000,1,0,8,01,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.16,0.20,0.36,0.16,0.36,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
501,Nicolas,br BRA,ZG,América (MG),25,1997,11,8,720,80,1,1,2,1,0,0,1,0,02,02,02,0.4,15,18,24,0.12,0.12,0.25,0.12,0.25,0.03,0.02,0.05,0.03,0.05,Partidas
502,Nikão,br BRA,"AT,LT",Cruzeiro,30,1992,22,7,798,89,2,3,5,2,0,0,1,0,06,06,24,3.0,11,43,87,0.23,0.34,0.56,0.23,0.56,0.07,0.27,0.34,0.07,0.34,Partidas
503,Nino,br BRA,ZG,Fluminense,25,1997,26,26,2155,239,2,0,2,2,0,0,5,2,12,12,05,1.7,42,108,5,0.08,0.00,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07,Partidas
504,Freddy Noguera,py PAR,AT,Grêmio,19,2004,1,0,30,03,0,0,0,0,0,0,0,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
505,Nonato,br BRA,LT,Santos,24,1998,14,7,661,73,1,0,1,1,0,0,3,0,04,04,02,0.6,10,24,18,0.14,0.00,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08,Partidas
506,Gabriel Novaes,br BRA,AT,Goiás,23,1999,3,1,95,11,0,0,0,0,0,0,0,0,04,04,00,0.4,2,2,4,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Partidas
507,Ruan Oliveira Ferreira,br BRA,"LT,AT",Corinthians,22,2000,19,11,883,98,2,1,3,2,0,0,3,0,05,05,12,1.7,23,30,44,0.20,0.10,0.31,0.20,0.31,0.05,0.13,0.18,0.05,0.18,Partidas
508,Lucas Oliveira,br BRA,ZG,Cruzeiro,26,1996,16,15,1310,146,1,0,1,1,0,0,7,2,04,04,02,0.6,11,67,4,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Partidas
509,Pedro Oliveira,br BRA,"AT,LT",Goiás,18,2004,4,2,195,22,0,0,0,0,0,0,0,0,02,02,01,0.4,2,5,10,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Partidas
510,Cauly Oliveira Souza,br BRA,"LT,AT",Bahia,27,1995,32,30,2543,283,4,7,11,4,0,0,4,0,54,54,58,11.2,112,199,182,0.14,0.25,0.39,0.14,0.39,0.19,0.21,0.40,0.19,0.40,Partidas
511,Luca Orellano,ar ARG,"AT,LT",Vasco da Gama,22,2000,18,6,622,69,1,1,2,1,0,0,2,0,11,11,10,2.1,23,35,47,0.14,0.14,0.29,0.14,0.29,0.16,0.14,0.30,0.16,0.30,Partidas
512,Leo Ortiz,br BRA,ZG,Bragantino,27,1996,20,19,1603,178,2,0,2,2,0,0,3,0,19,19,06,2.5,28,142,2,0.11,0.00,0.11,0.11,0.11,0.11,0.03,0.14,0.11,0.14,Partidas
513,Otávio,br BRA,LT,Atlético Mineiro,28,1994,27,27,2307,256,0,0,0,0,0,0,8,0,04,04,04,0.8,12,135,12,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidas
514,João Othavio Basso,br BRA,ZG,Santos,26,1997,14,14,1150,128,0,0,0,0,0,0,1,0,05,05,02,0.6,10,43,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Partidas
515,Luis Oyama,br BRA,LT,Goiás,26,1997,9,5,561,62,1,0,1,1,0,0,1,0,04,04,02,0.6,13,33,18,0.16,0.00,0.16,0.16,0.16,0.06,0.04,0.10,0.06,0.10,Partidas
516,Pablinho,br BRA,AT,Cuiabá,19,2003,2,0,34,04,0,0,0,0,0,0,0,0,00,00,00,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
517,Pablo,br BRA,AT,Ath Paranaense,30,1992,25,14,1396,155,7,2,9,7,0,0,3,0,61,61,16,7.7,15,36,60,0.45,0.13,0.58,0.45,0.58,0.39,0.10,0.49,0.39,0.49,Partidas
518,Pablo,br BRA,ZG,Flamengo,31,1991,7,4,421,47,0,0,0,0,0,0,1,0,01,01,00,0.1,4,7,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidas
519,Bruno Pacheco,br BRA,ZG,Fortaleza,31,1991,31,30,2669,297,2,3,5,2,0,0,5,0,09,09,19,2.8,49,133,98,0.07,0.10,0.17,0.07,0.17,0.03,0.07,0.10,0.03,0.10,Partidas
520,Helibelton Palacios,co COL,ZG,Cruzeiro,29,1993,10,6,629,70,0,0,0,0,0,0,4,0,03,03,01,0.3,6,27,34,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Partidas
521,Julián Palacios,ar ARG,"AT,LT",Goiás,23,1999,27,19,1632,181,1,1,2,1,0,0,7,0,14,14,29,4.3,49,98,116,0.06,0.06,0.11,0.06,0.11,0.08,0.16,0.24,0.08,0.24,Partidas
522,Nino Paraíba,br BRA,ZG,América (MG),37,1986,4,2,197,22,0,0,0,0,0,0,1,0,01,01,05,0.5,4,19,19,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.24,0.03,0.24,Partidas
523,Mateus Pasinato,br BRA,G,América (MG),30,1992,10,10,900,100,0,0,0,0,0,0,1,0,00,00,00,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
524,Weslley Patati,br BRA,"AT,LT",Santos,19,2003,9,0,136,15,0,0,0,0,0,0,0,0,08,08,01,0.9,9,8,20,0.00,0.00,0.00,0.00,0.00,0.54,0.08,0.62,0.54,0.62,Partidas
525,Alexandre Pato,br BRA,"AT,LT",São Paulo,33,1989,9,1,161,18,2,0,2,2,0,1,0,0,13,03,03,0.7,2,9,10,1.12,0.00,1.12,1.12,1.12,0.71,0.18,0.89,0.19,0.37,Partidas
Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas
526,Patrick,br BRA,"LT,AT",Atlético Mineiro,30,1992,23,2,559,62,0,0,0,0,0,0,1,0,09,09,15,2.4,20,22,54,0.00,0.00,0.00,0.00,0.00,0.15,0.24,0.39,0.15,0.39,Partidas
527,Alan Patrick,br BRA,"LT,AT",Internacional,31,1991,34,28,2452,272,4,5,9,3,1,1,6,0,44,36,52,8.8,62,159,130,0.15,0.18,0.33,0.11,0.29,0.16,0.19,0.35,0.13,0.32,Partidas
528,Luan Patrick,br BRA,ZG,Bragantino,21,2002,14,12,1113,124,0,1,1,0,0,0,3,0,06,06,12,1.7,6,42,1,0.00,0.08,0.08,0.00,0.08,0.05,0.09,0.14,0.05,0.14,Partidas
529,Patryck,br BRA,ZG,São Paulo,20,2003,6,4,375,42,0,0,0,0,0,0,2,0,01,01,00,0.1,4,4,16,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidas
530,Giuliano de Paula,br BRA,"LT,AT",Corinthians,32,1990,30,19,1633,181,2,1,3,2,0,0,2,0,15,15,08,2.3,15,97,34,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.13,0.08,0.13,Partidas
531,Jair Paula,br BRA,ZG,Santos,17,2005,2,0,32,04,0,0,0,0,0,0,0,0,00,00,01,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Partidas
